"HealthInsuranceID";"HealthInsuranceType";"HealthInsuranceName";"PriceGroupID";"IKNumber";"VKNumber";"ShortNumber";"ValidFrom";"ValidTo";"Deductible";"Street";"City";"POBox";"Phone";"Fax";"Email";"Www";"Remark";"InsurancePayerID";"SelfCreated";"Version";"Deleted";"ZIPID"
333222;"GK";"BKK Pfalz West";332295;106431652;"";"";"1993-01-01";"3000-12-31";"true";"Lichtenbergerstr. 16";"Ludwigshafen";"";"";"";"";"";"";"";"false";1;0;0
333223;"GK";"BKK Pfalz Ost";332295;106437453;"";"";"2001-01-01";"3000-12-31";"true";"Lichtenbergerstr. 16";"Ludwigshafen";"";"";"";"";"";"";"";"false";1;0;0
333224;"GK";"BKK ALP Plus West";332295;104624901;"";"";"2012-01-01";"3000-12-31";"true";"Dürener Str. 40";"Elsdorf";"";"";"";"";"";"";"";"false";1;0;315569
333225;"GK";"Actimonda Krankenkasse Ost";332295;104629688;"";"";"1996-01-01";"3000-12-31";"true";"Dürener Str. 40";"Elsdorf";"";"";"";"";"";"";"";"false";1;0;315569
333226;"GK";"Die Continentale BKK";332295;101523297;"";"";"2009-02-10";"3000-12-31";"true";"Röntgenstr. 24-26";"Hamburg";"";"";"";"";"";"";"";"false";1;0;311745
333227;"GK";"BKK PHOENIX West";332295;101520181;"";"";"1993-01-01";"3000-12-31";"true";"Harburger Ring 10";"Hamburg";"";"";"";"";"";"";"";"false";1;0;311493
333228;"GK";"BKK PHOENIX Ost";332295;101532152;"";"";"1998-01-01";"3000-12-31";"true";"Harburger Ring 10";"Hamburg";"";"";"";"";"";"";"";"false";1;0;311493
333229;"GK";"BKK PwC Ost";332295;105792190;"";"";"2006-01-01";"3000-12-31";"true";"Rotenburger Str. 15";"Melsungen";"";"";"";"";"";"";"";"false";1;0;313751
333230;"GK";"BKK A.T.U. West";332295;108729018;"";"";"1994-07-01";"3000-12-31";"true";"Eschenstr. 25, III. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320895
333231;"GK";"BKK A.T.U. West";332295;108734355;"";"";"1999-07-01";"3000-12-31";"true";"Eschenstr. 25, III. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320895
333232;"GK";"BKK A.T.U. West";332295;108739441;"";"";"2001-10-01";"3000-12-31";"true";"Eschenstr. 25, III. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320895
333233;"GK";"BKK A.T.U. OST";332295;108732171;"";"";"2006-04-21";"3000-12-31";"true";"Eschenstr. 25, III. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320895
333234;"GK";"BKK Publik";332295;101931440;"";"";"1997-01-01";"3000-12-31";"true";"Thiestr. 15";"Salzgitter";"";"";"";"";"";"";"";"false";1;0;314274
333235;"GK";"BKK PwC West";332295;105723301;"";"";"1993-01-01";"3000-12-31";"true";"Rotenburger Str. 15";"Melsungen";"";"";"";"";"";"";"";"false";1;0;313751
333236;"GK";"R+V BKK West";332295;105823040;"";"";"1993-01-01";"3000-12-31";"true";"Kreuzberger Ring 21";"Wiesbaden";"";"";"";"";"";"";"";"false";1;0;317900
333237;"GK";"R+V BKK West";332295;108734856;"";"";"1999-09-01";"3000-12-31";"true";"Kreuzberger Ring 21";"Wiesbaden";"";"";"";"";"";"";"";"false";1;0;317900
333238;"GK";"R+V BKK Ost";332295;105823051;"";"";"1993-01-01";"3000-12-31";"true";"Kreuzberger Ring 21";"Wiesbaden";"";"";"";"";"";"";"";"false";1;0;317900
333239;"GK";"Novitas BKK West";332295;106331742;"";"";"2003-10-01";"3000-12-31";"true";"Am Schloßpark 81";"Neuwied";"";"";"";"";"";"";"";"false";1;0;317152
333240;"GK";"BKK Essanelle";332295;104226987;"";"";"1993-01-01";"3000-12-31";"true";"Wilhelmstr. 77";"Wülfrath";"";"";"";"";"";"";"";"false";1;0;315079
333241;"GK";"BKK ZF & Partner West";332295;106329793;"";"";"1996-01-01";"3000-12-31";"true";"An der Koenigsbach 8";"Koblenz";"";"";"";"";"";"";"";"false";1;0;316774
333242;"GK";"BKK ZF & Partner West";332295;106329862;"";"";"1996-01-01";"3000-12-31";"true";"An der Koenigsbach 8";"Koblenz";"";"";"";"";"";"";"";"false";1;0;316774
333243;"GK";"pronova BKK West";332295;104624411;"";"";"1994-01-01";"3000-12-31";"true";"Am Schickshof 7";"Bonn";"";"";"";"";"";"";"";"false";1;0;315703
333244;"GK";"pronova BKK Ost";332295;104621942;"";"";"1993-01-01";"3000-12-31";"true";"Am Schickshof 7";"Bonn";"";"";"";"";"";"";"";"false";1;0;315703
333245;"GK";"Siemens BKK West";332295;107031126;"";"";"2009-02-10";"3000-12-31";"true";"John-Deere-Str. 90";"Mannheim";"";"";"";"";"";"";"";"false";1;0;318518
333246;"GK";"Siemens BKK Ost";332295;107023228;"";"";"2009-02-10";"3000-12-31";"true";"John-Deere-Str. 90";"Mannheim";"";"";"";"";"";"";"";"false";1;0;318518
333247;"GK";"pronova BKK West";332295;104626787;"";"";"1994-01-01";"3000-12-31";"true";"Kaiserstr. 52";"Troisdorf";"";"";"";"";"";"";"";"false";1;0;315818
333248;"GK";"pronova BKK West";332295;108591160;"";"";"2003-01-01";"3000-12-31";"true";"Kaiserstr. 52";"Troisdorf";"";"";"";"";"";"";"";"false";1;0;315818
333249;"GK";"pronova BKK West";332295;108734787;"";"";"1999-09-01";"3000-12-31";"true";"Kaiserstr. 52";"Troisdorf";"";"";"";"";"";"";"";"false";1;0;315818
333250;"GK";"pronova BKK West";332295;108791173;"";"";"2012-01-03";"3000-12-31";"true";"Kaiserstr. 52";"Troisdorf";"";"";"";"";"";"";"";"false";1;0;315818
333251;"GK";"pronova BKK Ost";332295;104621771;"";"";"1993-01-01";"3000-12-31";"true";"Kaiserstr. 52";"Troisdorf";"";"";"";"";"";"";"";"false";1;0;315818
333252;"GK";"Audi BKK";332295;102122795;"";"";"1999-12-01";"3000-12-31";"true";"Ulmenstraße 20";"Seelze";"";"";"";"";"";"";"";"false";1;0;313500
333253;"GK";"Audi BKK";332295;102136735;"";"";"2001-01-01";"3000-12-31";"true";"Ulmenstraße 20";"Seelze";"";"";"";"";"";"";"";"false";1;0;313500
333254;"GK";"BKK Rieker.Ricosta.Weisser";332295;107532042;"";"";"1998-01-01";"3000-12-31";"true";"Stockacher Str. 4-6";"Tuttlingen";"";"";"";"";"";"";"";"false";1;0;319462
333255;"GK";"BKK Kassana West";332295;108633433;"";"";"1993-01-01";"3000-12-31";"true";"Frankenthaler Str. 5-9";"München";"";"";"";"";"";"";"";"false";1;0;319725
333256;"GK";"E.ON BKK";332295;104525057;"";"";"1993-01-01";"3000-12-31";"true";"Brüsseler Platz 1";"Essen";"";"";"";"";"";"";"";"false";1;0;315167
333257;"GK";"BKK vor Ort West";332295;103524372;"";"";"2009-07-01";"3000-12-31";"true";"Castroper Str. 228";"Bochum";"";"";"";"";"";"";"";"false";1;0;315148
333258;"GK";"BKK vor Ort West";332295;104424841;"";"";"1993-01-01";"3000-12-31";"true";"Varziner Str. 49";"Duisburg";"";"";"";"";"";"";"";"false";1;0;315287
333259;"GK";"BKK RWE";332295;102131240;"";"";"1996-06-01";"3000-12-31";"true";"Welfenallee 32";"Celle";"";"";"";"";"";"";"";"false";1;0;313305
333260;"GK";"AOK Sachsen Anhalt";332295;101131395;"";"";"2009-04-01";"3000-12-31";"true";"Thalheimer Str. 59";"Wolfen";"";"";"";"";"";"";"";"false";1;0;308935
333261;"GK";"BKK RWE";332295;102191470;"";"";"2003-07-01";"3000-12-31";"true";"Welfenallee 32";"Celle";"";"";"";"";"";"";"";"false";1;0;313305
333262;"GK";"BKK Salzgitter West";332295;101922757;"";"";"1993-01-01";"3000-12-31";"true";"Thiestr. 15";"Salzgitter";"";"";"";"";"";"";"";"false";1;0;314274
333263;"GK";"BKK Salzgitter";332295;109531045;"";"";"1996-01-01";"3000-12-31";"true";"Thiestr. 15";"Salzgitter";"";"";"";"";"";"";"";"false";1;0;314274
333264;"GK";"BKK Salzgitter";332295;108736814;"";"";"1999-10-01";"3000-12-31";"true";"Thiestr. 15";"Salzgitter";"";"";"";"";"";"";"";"false";1;0;314274
333265;"GK";"BKK Salzgitter Ost";332295;101921814;"";"";"1993-01-01";"3000-12-31";"true";"Thiestr. 15";"Salzgitter";"";"";"";"";"";"";"";"false";1;0;314274
333266;"GK";"Die Continentale BKK";332295;103526432;"";"";"2009-07-01";"3000-12-31";"true";"Königstr. 84";"Plettenberg";"";"";"";"";"";"";"";"false";1;0;317584
333267;"GK";"BKK Scheufelen";332295;108035576;"";"";"1993-01-01";"3000-12-31";"true";"Schöllkopfstr. 120";"Kirchheim";"";"";"";"";"";"";"";"false";1;0;0
333268;"GK";"BKK A.T.U. West";332295;102022191;"";"";"1994-10-01";"3000-12-31";"true";"Grimsehl Str.23";"Einbeck";"";"";"";"";"";"";"";"false";1;0;314206
333269;"GK";"BKK A.T.U. West";332295;108933049;"";"";"2012-01-01";"3000-12-31";"true";"Bahnhofstr. 22";"Mitterteich";"";"";"";"";"";"";"";"false";1;0;321647
333270;"GK";"BKK A.T.U. West";332295;108939363;"";"";"2002-01-01";"3000-12-31";"true";"Erich-Schott-Str.";"Mitterteich";"";"";"";"";"";"";"";"false";1;0;321647
333271;"GK";"BKK Schott-Zeiss";332295;108029306;"";"";"2009-02-10";"3000-12-31";"true";"";"Oberkochen";"";"";"";"";"";"";"";"false";1;0;318917
333272;"GK";"BKK SCHOTT-ZEISS VST AALEN";332295;108029431;"";"";"1996-01-01";"3000-12-31";"true";"Turnstr. 27";"Aalen";"";"";"";"";"";"";"";"false";1;0;318911
333273;"GK";"BKK SCHOTT-ZEISS VST GÖTTINGEN";332295;108029419;"";"";"1996-01-01";"3000-12-31";"true";"Königsallee 9-21";"Göttingen";"";"";"";"";"";"";"";"false";1;0;314038
333274;"GK";"BKK SCHOTT-ZEISS VST GRÜNENPLAN";332295;108029384;"";"";"1996-01-01";"3000-12-31";"true";"Obere Hilsstraße 12";"Grünenplan";"";"";"";"";"";"";"";"false";1;0;0
333275;"GK";"BKK SCHOTT-ZEISS VST MAINZ";332295;108029395;"";"";"1996-01-01";"3000-12-31";"true";"Rheinallee 143";"Mainz";"";"";"";"";"";"";"";"false";1;0;316365
333276;"GK";"BKK SCHOTT-ZEISS VST OBERKOCHEN";332295;108029420;"";"";"1996-01-01";"3000-12-31";"true";"Carl-Zeiss-Straße";"Oberkochen";"";"";"";"";"";"";"";"false";1;0;318917
333277;"GK";"BKK SCHOTT-ZEISS VST WETZLAR";332295;108029373;"";"";"1996-01-01";"3000-12-31";"true";"Gloelstr. 9";"Wetzlar";"";"";"";"";"";"";"";"false";1;0;313885
333278;"GK";"BKK SCHOTT-ZEISS VST ZWIESEL";332295;108029408;"";"";"1996-01-01";"3000-12-31";"true";"Holzweberstr. 7";"Zwiesel";"";"";"";"";"";"";"";"false";1;0;321434
333279;"GK";"BKK Schott-Zeiss / Ost";332295;108031297;"";"";"2009-02-10";"3000-12-31";"true";"";"Oberkochen";"";"";"";"";"";"";"";"false";1;0;318917
333280;"GK";"pronova BKK West";332295;104625822;"";"";"1994-01-01";"3000-12-31";"true";"Alfred-Schütte-Allee 76";"Köln";"";"";"";"";"";"";"";"false";1;0;315614
333281;"GK";"BKK Schwarzwald-Baar-Heuberg";332295;107531187;"";"";"1996-07-01";"3000-12-31";"true";"Löhrstr. 45";"Trossingen";"";"";"";"";"";"";"";"false";1;0;319494
333282;"GK";"BKK Verbund Plus West";332295;107836221;"";"";"1998-01-01";"3000-12-31";"true";"Hindenburgring 15";"Ulm";"";"";"";"";"";"";"";"false";1;0;320756
333283;"GK";"BKK Verbund Plus Ost";332295;101123395;"";"";"1998-01-01";"3000-12-31";"true";"Friedensallee 43";"Bernburg";"";"";"";"";"";"";"";"false";1;0;308617
333284;"GK";"BKK Schwesternschaft v. BRK";332295;108538585;"";"";"2001-10-01";"3000-12-31";"true";"Rotkreuzplatz 8";"München";"";"";"";"";"";"";"";"false";1;0;319682
333285;"GK";"BKK Schwesternschaft v. BRK";332295;108738598;"";"";"2001-10-01";"3000-12-31";"true";"Rotkreuzplatz 8";"München";"";"";"";"";"";"";"";"false";1;0;319682
333286;"GK";"BKK Schwesternschaft v. BRK";332295;108538574;"";"";"2001-10-01";"3000-12-31";"true";"Rotkreuzplatz 8";"München";"";"";"";"";"";"";"";"false";1;0;319682
333287;"GK";"BKK Schwesternschaft v. BRK";332295;108738601;"";"";"2001-10-01";"3000-12-31";"true";"Rotkreuzplatz 8";"München";"";"";"";"";"";"";"";"false";1;0;319682
333288;"GK";"BKK Schwesternschaft v. BRK";332295;108491330;"";"";"2003-07-01";"3000-12-31";"true";"Rotkreuzplatz 8";"München";"";"";"";"";"";"";"";"false";1;0;319682
333289;"GK";"BKK Schwesternschaft v. BRK";332295;108738565;"";"";"2008-11-26";"3000-12-31";"true";"Rotkreuzplatz 8";"München";"";"";"";"";"";"";"";"false";1;0;319682
333290;"GK";"BKK A.T.U";332295;108433099;"";"";"2013-01-02";"3000-12-31";"true";"Rotkreuzplatz 8";"München";"";"";"";"";"";"";"";"false";1;0;319682
333291;"GK";"Siemens BKK West";332295;109531192;"";"";"1996-01-01";"3000-12-31";"true";"Rohrdamm 83";"Berlin";"";"";"";"";"";"";"";"false";1;0;309774
333292;"GK";"SKD BKK West";332295;107535751;"";"";"1993-01-01";"3000-12-31";"true";"Bahnhofstraße 55";"Mühlheim";"";"";"";"";"";"";"";"false";1;0;0
333293;"GK";"Schwenninger BKK West";332295;101532243;"";"";"1998-04-01";"3000-12-31";"true";"Paul-Dessau-Str. 8";"Hamburg";"";"";"";"";"";"";"";"false";1;0;311773
333294;"GK";"Schwenninger BKK West";332295;108537846;"";"";"2000-10-01";"3000-12-31";"true";"Sachsenfeld 4";"Hamburg";"";"";"";"";"";"";"";"false";1;0;311464
333295;"GK";"Schwenninger BKK Ost";332295;101532254;"";"";"1998-04-01";"3000-12-31";"true";"Paul-Dessau-Str. 8";"Hamburg";"";"";"";"";"";"";"";"false";1;0;311773
333296;"GK";"BKK Stadt Augsburg";332295;109132678;"";"";"1993-01-01";"3000-12-31";"true";"Willy-Brandt-Platz 1";"Augsburg";"";"";"";"";"";"";"";"false";1;0;320276
333297;"GK";"BKK der Stadt Augsburg";332295;108538051;"";"";"2001-01-01";"3000-12-31";"true";"Willy-Brandt-Platz 1";"Augsburg";"";"";"";"";"";"";"";"false";1;0;320276
333298;"GK";"mhplus BKK";332295;104625684;"";"";"1993-01-01";"3000-12-31";"true";"Jakordenstr. 18-20";"Köln";"";"";"";"";"";"";"";"false";1;0;315577
333299;"GK";"mhplus BKK";332295;101320247;"";"";"1993-01-01";"3000-12-31";"true";"Zur Sägemühle 1";"Lübeck";"";"";"";"";"";"";"";"false";1;0;311819
333300;"GK";"BKK A.T.U. West";332295;102122476;"";"";"2009-02-10";"3000-12-31";"true";"Ihmeplatz 2";"Hannover";"";"";"";"";"";"";"";"false";1;0;313473
333301;"GK";"BKK S-H";332295;101320043;"";"";"1993-01-01";"3000-12-31";"true";"Stadtstr. 10";"Glückstadt";"";"";"";"";"";"";"";"false";1;0;312531
333302;"GK";"DAK Gesundheit";532864;103724330;"";"";"1996-01-01";"3000-12-31";"true";"Alfred-Flender-Str. 25";"Bocholt";"";"";"";"";"";"";"";"false";1;0;315260
333303;"GK";"DAK Gesundheit";532864;103728301;"";"";"1996-01-01";"3000-12-31";"true";"Alfred-Flender-Str. 25";"Bocholt";"";"";"";"";"";"";"";"false";1;0;315260
333304;"GK";"mhplus BKK";332295;108733285;"";"";"1993-01-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333305;"GK";"mhplus BKK";332295;108938749;"";"";"2011-04-12";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333306;"GK";"mhplus BKK";332295;108938807;"";"";"2001-10-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333307;"GK";"mhplus BKK";332295;108738634;"";"";"2001-10-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333308;"GK";"mhplus BKK";332295;108537174;"";"";"2000-07-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333309;"GK";"mhplus BKK";332295;108737531;"";"";"2011-04-12";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333310;"GK";"mhplus BKK";332295;109138845;"";"";"2001-10-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333311;"GK";"mhplus BKK";332295;108537185;"";"";"2000-07-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333312;"GK";"mhplus BKK";332295;108938692;"";"";"2001-10-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333313;"GK";"mhplus BKK";332295;108734594;"";"";"2009-04-07";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333314;"GK";"mhplus BKK";332295;108491385;"";"";"2003-07-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333315;"GK";"mhplus BKK";332295;108738235;"";"";"2001-07-01";"3000-12-31";"true";"Nordostpark 14, 2. Stock";"Nürnberg";"";"";"";"";"";"";"";"false";1;0;320888
333316;"GK";"BKK Technoform";332295;102031410;"";"";"1993-01-01";"3000-12-31";"true";"Weender Landstr. 94-108";"Göttingen";"";"";"";"";"";"";"";"false";1;0;314035
333317;"GK";"BKK Textilgruppe Hof";332295;108632900;"";"";"1993-01-01";"3000-12-31";"true";"Fabrikzeile 21";"Hof";"";"";"";"";"";"";"";"false";1;0;321548
333318;"GK";"Audi BKK";332295;103526330;"";"";"1999-12-01";"3000-12-31";"true";"Hellerstr. 6";"Neunkirchen";"";"";"";"";"";"";"";"false";1;0;317371
333319;"GK";"TUI BKK West";332295;102137985;"";"";"2001-04-01";"3000-12-31";"true";"Karl-Weichert-Allee 23";"Hannover";"";"";"";"";"";"";"";"false";1;0;313483
333320;"GK";"TUI BKK Ost";332295;102192017;"";"";"2004-01-01";"3000-12-31";"true";"Karl-Weichert-Allee 23";"Hannover";"";"";"";"";"";"";"";"false";1;0;313483
333321;"GK";"DAK Gesundheit";532864;107629981;"";"";"2012-04-23";"3000-12-31";"true";"Schutterwälder Straße 4";"Offenburg";"";"";"";"";"";"";"";"false";1;0;319348
333322;"GK";"DAK Gesundheit";532864;108736698;"";"";"1999-11-01";"3000-12-31";"true";"Schutterwälder Straße 4";"Offenburg";"";"";"";"";"";"";"";"false";1;0;319348
333323;"GK";"DAK Gesundheit";532864;107629992;"";"";"2012-04-23";"3000-12-31";"true";"Schutterwälder Straße 4";"Offenburg";"";"";"";"";"";"";"";"false";1;0;319348
333324;"GK";"Siemens BKK West";332295;101892147;"";"";"2005-01-01";"3000-12-31";"true";"Nordlandallee 1";"Dörpen";"";"";"";"";"";"";"";"false";1;0;313061
333325;"GK";"Siemens BKK West";332295;109131438;"";"";"2009-07-01";"3000-12-31";"true";"Georg-Haindl-Str. 5";"Augsburg";"";"";"";"";"";"";"";"false";1;0;320276
333326;"GK";"Siemens BKK West";332295;109132623;"";"";"1997-01-01";"3000-12-31";"true";"Georg-Haindl-Straße 5";"Augsburg";"";"";"";"";"";"";"";"false";1;0;320276
333327;"GK";"Siemens BKK West";332295;108533476;"";"";"1997-01-01";"3000-12-31";"true";"Friedrich-Haindl-Str. 10";"Schongau";"";"";"";"";"";"";"";"false";1;0;0
333328;"GK";"Siemens BKK West";332295;104427582;"";"";"1997-01-01";"3000-12-31";"true";"Brusbachstr. 5";"Duisburg";"";"";"";"";"";"";"";"false";1;0;315293
333329;"GK";"Siemens BKK West";332295;108537414;"";"";"2000-07-01";"3000-12-31";"true";"Friedrich-Haindl-Str. 10";"Schongau";"";"";"";"";"";"";"";"false";1;0;320479
333330;"GK";"Siemens BKK Ost";332295;109132280;"";"";"2009-07-01";"3000-12-31";"true";"Georg-Haindl-Str. 5";"Augsburg";"";"";"";"";"";"";"";"false";1;0;320276
333331;"GK";"BKK VBU West";332295;109723913;"";"";"1993-01-01";"3000-12-31";"true";"Lindenstr. 67";"Berlin";"";"";"";"";"";"";"";"false";1;0;309656
333332;"GK";"BKK VBU Ost";332295;109737010;"";"";"2001-01-01";"3000-12-31";"true";"Lindenstr. 67";"Berlin";"";"";"";"";"";"";"";"false";1;0;309656
333333;"GK";"BKK VDN West";332295;103526615;"";"";"1993-01-01";"3000-12-31";"true";"Rosenweg 15";"Schwerte";"";"";"";"";"";"";"";"false";1;0;317547
333334;"GK";"BKK VDN Ost";332295;103532065;"";"";"1998-01-01";"3000-12-31";"true";"Rosenweg 15";"Schwerte";"";"";"";"";"";"";"";"false";1;0;317547
333335;"GK";"BKK vor Ort West";332295;103725217;"";"";"1993-01-01";"3000-12-31";"true";"Pawikerstr.30";"Gelsenkirchen";"";"";"";"";"";"";"";"false";1;0;0
333336;"GK";"BKK VBU";332295;109531114;"";"";"1996-01-01";"3000-12-31";"true";"Lindenstr. 67";"Berlin";"";"";"";"";"";"";"";"false";1;0;309656
333337;"GK";"BKK VICTORIA - D.A.S. West";332295;104229606;"";"";"1996-01-01";"3000-12-31";"true";"Fischerstr. 8";"Düsseldorf";"";"";"";"";"";"";"";"false";1;0;314981
333338;"GK";"BKK der VICTORIA und D.A.S.";332295;109531476;"";"";"1997-04-01";"3000-12-31";"true";"Fischerstr. 8";"Düsseldorf";"";"";"";"";"";"";"";"false";1;0;314981
333339;"GK";"BKK VICTORIA - D.A.S. Ost";332295;104229582;"";"";"1996-01-01";"3000-12-31";"true";"Fischerstr. 8";"Düsseldorf";"";"";"";"";"";"";"";"false";1;0;314981
333340;"GK";"DAK Gesundheit";532864;105921210;"";"";"2008-11-27";"3000-12-31";"true";"Biebricherstr. 74";"Wiesbaden";"";"";"";"";"";"";"";"false";1;0;317899
333341;"GK";"DAK Gesundheit";532864;105830540;"";"";"2008-11-27";"3000-12-31";"true";"Biebricherstr. 74";"Wiesbaden";"";"";"";"";"";"";"";"false";1;0;317899
333342;"GK";"BKK Vital";332295;106432038;"";"";"1998-01-01";"3000-12-31";"true";"Giulinistr. 2";"Ludwigshafen";"";"";"";"";"";"";"";"false";1;0;0
333343;"GK";"BKK vor Ort West";332295;104526376;"";"";"1993-01-01";"3000-12-31";"true";"Willy-Brandt-Platz 3";"Oberhausen";"";"";"";"";"";"";"";"false";1;0;315239
333344;"GK";"BKK vor Ort Ost";332295;104529255;"";"";"1993-01-01";"3000-12-31";"true";"Hüttenstraße 18";"Lauchhammer";"";"";"";"";"";"";"";"false";1;0;307900
333345;"GK";"BKK Voralb / Heller-Leuze-Traub";332295;108031424;"";"";"1997-01-01";"3000-12-31";"true";"Neuffener Straße 54";"Nuertingen";"";"";"";"";"";"";"";"false";1;0;0
333346;"GK";"BKK ALP Plus West";332295;104927020;"";"";"2009-04-02";"3000-12-31";"true";"Werth 53";"Wuppertal";"";"";"";"";"";"";"";"false";1;0;315064
333347;"GK";"BKK ALP Plus West";332295;104923151;"";"";"2009-04-02";"3000-12-31";"true";"Werth 53";"Wuppertal";"";"";"";"";"";"";"";"false";1;0;315064
333348;"GK";"BKK A.T.U. West";332295;108632784;"";"";"1993-01-01";"3000-12-31";"true";"Hahnweg 116";"Coburg";"";"";"";"";"";"";"";"false";1;0;321763
333349;"GK";"BKK der Siemag";332295;103527466;"";"";"1993-01-01";"3000-12-31";"true";"Daimlerstraße 24";"Burbach";"";"";"";"";"";"";"";"false";1;0;317372
333350;"GK";"BKK ZF & Partner West";332295;107836367;"";"";"1996-01-01";"3000-12-31";"true";"Abt-Hyller-Str. 2/1";"Weingarten";"";"";"";"";"";"";"";"false";1;0;320643
333351;"GK";"BKK Werra Meissner";332295;105530126;"";"";"1993-01-01";"3000-12-31";"true";"Sudetenlandstr. 2a";"Eschwege";"";"";"";"";"";"";"";"false";1;0;314077
333352;"GK";"BKK vor Ort West";332295;103726263;"";"";"2010-10-01";"3000-12-31";"true";"Alter Steinweg 34";"Münster";"";"";"";"";"";"";"";"false";1;0;315345
333353;"GK";"Wieland BKK";332295;107836243;"";"";"1993-01-01";"3000-12-31";"true";"Graf-Arco-Str. 34";"Ulm";"";"";"";"";"";"";"";"false";1;0;320757
333354;"GK";"BKK Wieland Werke AG";332295;107839894;"";"";"2002-07-01";"3000-12-31";"true";"Graf-Arco-Str. 34";"Ulm";"";"";"";"";"";"";"";"false";1;0;320757
333355;"GK";"BKK Wieland-Werke NETZ-PNI";332295;109139904;"";"";"2002-07-01";"2099-12-31";"true";"Graf-Arco-Str. 34";"Ulm";"4240";"";"";"";"";"";"";"false";0;0;320757
333356;"GK";"BKK Würth West";332295;108036577;"";"";"1993-01-01";"3000-12-31";"true";"Gartenstr. 11";"Künzelsau";"";"";"";"";"";"";"";"false";1;0;319079
333357;"GK";"BKK Würth Ost";332295;108023140;"";"";"1993-01-01";"3000-12-31";"true";"Gartenstr. 11";"Künzelsau";"";"";"";"";"";"";"";"false";1;0;319079
333358;"GK";"Bosch BKK";332295;108036098;"";"";"1996-01-01";"3000-12-31";"true";"Relenbergstr. 90";"Stuttgart";"";"";"";"";"";"";"";"false";1;0;318598
333359;"GK";"BKK Gildemeister Seidensticker West";332295;107835322;"";"";"1993-01-01";"3000-12-31";"true";"Winterstr. 49";"Bielefeld";"";"";"";"";"";"";"";"false";1;0;313725
333360;"GK";"BKK Gildemeister Seidensticker Ost";332295;107821703;"";"";"2003-08-01";"3000-12-31";"true";"Winterstr. 49";"Bielefeld";"";"";"";"";"";"";"";"false";1;0;313725
333361;"GK";"BKK ZF & Partner West";332295;109331908;"";"";"2009-02-10";"3000-12-31";"true";"";"Saarbrücken";"";"";"";"";"";"";"";"false";1;0;317994
333362;"GK";"DAK Gesundheit";532864;107829723;"";"";"1996-01-01";"3000-12-31";"true";"Wiener Platz 6";"Dresden";"";"";"";"";"";"";"";"false";1;0;307735
333363;"GK";"DAK Gesundheit";532864;107929724;"";"";"2002-04-01";"3000-12-31";"true";"Waisenhausstr. 8";"Dresden";"";"";"";"";"";"";"";"false";1;0;307734
333364;"GK";"DAK Gesundheit";532864;107829712;"";"";"1996-01-01";"3000-12-31";"true";"Balinger Straße 80";"Balingen";"";"";"";"";"";"";"";"false";1;0;318767
333365;"GK";"DAK Gesundheit";532864;107929713;"";"";"2002-04-01";"3000-12-31";"true";"Balinger Straße 80";"Balingen";"";"";"";"";"";"";"";"false";1;0;318767
333366;"GK";"BKK vor Ort West";332295;104927484;"";"";"1993-01-01";"3000-12-31";"true";"Grünewalder Str. 14-22";"Solingen";"";"";"";"";"";"";"";"false";1;0;315089
333367;"GK";"BKK Essanelle";332295;104232360;"";"";"2002-07-01";"3000-12-31";"true";"Bahlenstr. 180";"Düsseldorf";"";"";"";"";"";"";"";"false";1;0;314987
333368;"GK";"BKK Essanelle";332295;109532353;"";"";"2002-07-01";"3000-12-31";"true";"Bahlenstr. 180";"Düsseldorf";"";"";"";"";"";"";"";"false";1;0;314987
333369;"GK";"BKK Essanelle Ost";332295;104232371;"";"";"2002-07-01";"3000-12-31";"true";"Bahlenstr. 180";"Düsseldorf";"";"";"";"";"";"";"";"false";1;0;314987
